subject,interval_id,method,gt_type,csv_onset_s,csv_end_s,csv_duration_s,annot_start_used,pt_onset_s,pt_end_s,analysis_start_s_pt,analysis_end_s_pt,analysis_duration_s,was_clipped,is_empty,n_detected_total,n_detected_phasic,n_detected_tonic,n_detected_ambiguous,detected_types,status,same_type_detected,any_detected,none_detected,only_ambiguous,other_type_detected
ADRYAN.SANTANA DE LIMA.11-12-2018 22.00.50,1,rms,phasic,27.0,39.0,12.0,0.0,27.0,39.0,27.0,39.0,12.0,False,False,3,3,0,0,phasic,same_type_detected,True,True,False,False,False
ADRYAN.SANTANA DE LIMA.11-12-2018 22.00.50,1,tkeo,phasic,27.0,39.0,12.0,0.0,27.0,39.0,27.0,39.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,1,rms,phasic,15900.0,15915.0,15.0,15870.0,30.0,45.0,30.0,45.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,1,tkeo,phasic,15900.0,15915.0,15.0,15870.0,30.0,45.0,30.0,45.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,2,rms,phasic,15924.0,15951.0,27.0,15870.0,54.0,81.0,54.0,81.0,27.0,False,False,3,2,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,2,tkeo,phasic,15924.0,15951.0,27.0,15870.0,54.0,81.0,54.0,81.0,27.0,False,False,3,2,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,3,rms,phasic,16017.0,16029.0,12.0,15870.0,147.0,159.0,147.0,159.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,3,tkeo,phasic,16017.0,16029.0,12.0,15870.0,147.0,159.0,147.0,159.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,4,rms,phasic,16068.0,16083.0,15.0,15870.0,198.0,213.0,198.0,213.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,4,tkeo,phasic,16068.0,16083.0,15.0,15870.0,198.0,213.0,198.0,213.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,5,rms,phasic,16101.0,16116.0,15.0,15870.0,231.0,246.0,231.0,246.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,5,tkeo,phasic,16101.0,16116.0,15.0,15870.0,231.0,246.0,231.0,246.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,6,rms,phasic,16143.0,16173.0,30.0,15870.0,273.0,303.0,273.0,303.0,30.0,False,False,3,2,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,6,tkeo,phasic,16143.0,16173.0,30.0,15870.0,273.0,303.0,273.0,303.0,30.0,False,False,2,0,0,2,any,only_ambiguous,False,True,False,True,False
ins1,7,rms,phasic,16191.0,16206.0,15.0,15870.0,321.0,336.0,321.0,336.0,15.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,7,tkeo,phasic,16191.0,16206.0,15.0,15870.0,321.0,336.0,321.0,336.0,15.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,8,rms,phasic,16251.0,16266.0,15.0,15870.0,381.0,396.0,381.0,396.0,15.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,8,tkeo,phasic,16251.0,16266.0,15.0,15870.0,381.0,396.0,381.0,396.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,9,rms,phasic,16290.0,16311.0,21.0,15870.0,420.0,441.0,420.0,441.0,21.0,False,False,3,2,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,9,tkeo,phasic,16290.0,16311.0,21.0,15870.0,420.0,441.0,420.0,441.0,21.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,10,rms,phasic,16323.0,16335.0,12.0,15870.0,453.0,465.0,453.0,465.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,10,tkeo,phasic,16323.0,16335.0,12.0,15870.0,453.0,465.0,453.0,465.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,11,rms,phasic,16371.0,16377.0,6.0,15870.0,501.0,507.0,501.0,507.0,6.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,11,tkeo,phasic,16371.0,16377.0,6.0,15870.0,501.0,507.0,501.0,507.0,6.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,12,rms,phasic,16377.0,16392.0,15.0,15870.0,507.0,522.0,507.0,522.0,15.0,False,False,3,3,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,12,tkeo,phasic,16377.0,16392.0,15.0,15870.0,507.0,522.0,507.0,522.0,15.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,13,rms,phasic,16401.0,16413.0,12.0,15870.0,531.0,543.0,531.0,543.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,13,tkeo,phasic,16401.0,16413.0,12.0,15870.0,531.0,543.0,531.0,543.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,14,rms,phasic,16488.0,16500.0,12.0,15870.0,618.0,630.0,618.0,630.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,14,tkeo,phasic,16488.0,16500.0,12.0,15870.0,618.0,630.0,618.0,630.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,15,rms,phasic,16584.0,16599.0,15.0,15870.0,714.0,729.0,714.0,729.0,15.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,15,tkeo,phasic,16584.0,16599.0,15.0,15870.0,714.0,729.0,714.0,729.0,15.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,16,rms,phasic,16752.0,16770.0,18.0,15870.0,882.0,900.0,882.0,900.0,18.0,False,False,3,2,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,16,tkeo,phasic,16752.0,16770.0,18.0,15870.0,882.0,900.0,882.0,900.0,18.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,17,rms,phasic,16803.0,16815.0,12.0,15870.0,933.0,945.0,933.0,945.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,17,tkeo,phasic,16803.0,16815.0,12.0,15870.0,933.0,945.0,933.0,945.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,18,rms,phasic,16851.0,16863.0,12.0,15870.0,981.0,993.0,981.0,993.0,12.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,18,tkeo,phasic,16851.0,16863.0,12.0,15870.0,981.0,993.0,981.0,993.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,19,rms,phasic,16902.0,16908.0,6.0,15870.0,1032.0,1038.0,1032.0,1038.0,6.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,19,tkeo,phasic,16902.0,16908.0,6.0,15870.0,1032.0,1038.0,1032.0,1038.0,6.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,20,rms,phasic,17097.0,17112.0,15.0,15870.0,1227.0,1242.0,1227.0,1242.0,15.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,20,tkeo,phasic,17097.0,17112.0,15.0,15870.0,1227.0,1242.0,1227.0,1242.0,15.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,21,rms,phasic,17154.0,17169.0,15.0,15870.0,1284.0,1299.0,1284.0,1299.0,15.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,21,tkeo,phasic,17154.0,17169.0,15.0,15870.0,1284.0,1299.0,1284.0,1299.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,22,rms,phasic,17214.0,17226.0,12.0,15870.0,1344.0,1356.0,1344.0,1356.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,22,tkeo,phasic,17214.0,17226.0,12.0,15870.0,1344.0,1356.0,1344.0,1356.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,23,rms,phasic,17838.0,17847.0,9.0,15870.0,1968.0,1977.0,1968.0,1977.0,9.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,23,tkeo,phasic,17838.0,17847.0,9.0,15870.0,1968.0,1977.0,1968.0,1977.0,9.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,24,rms,phasic,17952.0,17973.0,21.0,15870.0,2082.0,2103.0,2082.0,2103.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,24,tkeo,phasic,17952.0,17973.0,21.0,15870.0,2082.0,2103.0,2082.0,2103.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,25,rms,phasic,18237.0,18255.0,18.0,15870.0,2367.0,2385.0,2367.0,2385.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,25,tkeo,phasic,18237.0,18255.0,18.0,15870.0,2367.0,2385.0,2367.0,2385.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,26,rms,phasic,21048.0,21060.0,12.0,15870.0,5178.0,5190.0,5178.0,5190.0,12.0,False,False,3,3,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,26,tkeo,phasic,21048.0,21060.0,12.0,15870.0,5178.0,5190.0,5178.0,5190.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,27,rms,phasic,21843.0,21879.0,36.0,15870.0,5973.0,6009.0,5973.0,6009.0,36.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,27,tkeo,phasic,21843.0,21879.0,36.0,15870.0,5973.0,6009.0,5973.0,6009.0,36.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,28,rms,phasic,21888.0,21900.0,12.0,15870.0,6018.0,6030.0,6018.0,6030.0,12.0,False,False,4,4,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,28,tkeo,phasic,21888.0,21900.0,12.0,15870.0,6018.0,6030.0,6018.0,6030.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,29,rms,phasic,21951.0,22011.0,60.0,15870.0,6081.0,6141.0,6081.0,6141.0,60.0,False,False,3,1,1,1,any|phasic|tonic,same_type_detected,True,True,False,False,False
ins1,29,tkeo,phasic,21951.0,22011.0,60.0,15870.0,6081.0,6141.0,6081.0,6141.0,60.0,False,False,2,1,1,0,phasic|tonic,same_type_detected,True,True,False,False,False
ins1,30,rms,phasic,22071.0,22119.0,48.0,15870.0,6201.0,6249.0,6201.0,6249.0,48.0,False,False,5,3,1,1,any|phasic|tonic,same_type_detected,True,True,False,False,False
ins1,30,tkeo,phasic,22071.0,22119.0,48.0,15870.0,6201.0,6249.0,6201.0,6249.0,48.0,False,False,2,0,1,1,any|tonic,other_type_detected,False,True,False,False,True
ins1,31,rms,phasic,22137.0,22161.0,24.0,15870.0,6267.0,6291.0,6267.0,6291.0,24.0,False,False,3,2,1,0,phasic|tonic,same_type_detected,True,True,False,False,False
ins1,31,tkeo,phasic,22137.0,22161.0,24.0,15870.0,6267.0,6291.0,6267.0,6291.0,24.0,False,False,2,1,1,0,phasic|tonic,same_type_detected,True,True,False,False,False
ins1,32,rms,phasic,22182.0,22215.0,33.0,15870.0,6312.0,6345.0,6312.0,6345.0,33.0,False,False,2,1,1,0,phasic|tonic,same_type_detected,True,True,False,False,False
ins1,32,tkeo,phasic,22182.0,22215.0,33.0,15870.0,6312.0,6345.0,6312.0,6345.0,33.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,33,rms,phasic,22506.0,22521.0,15.0,15870.0,6636.0,6651.0,6636.0,6651.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,33,tkeo,phasic,22506.0,22521.0,15.0,15870.0,6636.0,6651.0,6636.0,6651.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,34,rms,phasic,22608.0,22620.0,12.0,15870.0,6738.0,6750.0,6738.0,6750.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,34,tkeo,phasic,22608.0,22620.0,12.0,15870.0,6738.0,6750.0,6738.0,6750.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,35,rms,phasic,22626.0,22632.0,6.0,15870.0,6756.0,6762.0,6756.0,6762.0,6.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,35,tkeo,phasic,22626.0,22632.0,6.0,15870.0,6756.0,6762.0,6756.0,6762.0,6.0,False,False,0,0,0,0,,none_detected,False,False,True,False,False
ins1,36,rms,phasic,22632.0,22644.0,12.0,15870.0,6762.0,6774.0,6762.0,6774.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,36,tkeo,phasic,22632.0,22644.0,12.0,15870.0,6762.0,6774.0,6762.0,6774.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,37,rms,phasic,22923.0,22929.0,6.0,15870.0,7053.0,7059.0,7053.0,7059.0,6.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,37,tkeo,phasic,22923.0,22929.0,6.0,15870.0,7053.0,7059.0,7053.0,7059.0,6.0,False,False,0,0,0,0,,none_detected,False,False,True,False,False
ins1,38,rms,phasic,22950.0,22953.0,3.0,15870.0,7080.0,7083.0,7080.0,7083.0,3.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,38,tkeo,phasic,22950.0,22953.0,3.0,15870.0,7080.0,7083.0,7080.0,7083.0,3.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,39,rms,phasic,22953.0,22959.0,6.0,15870.0,7083.0,7089.0,7083.0,7089.0,6.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,39,tkeo,phasic,22953.0,22959.0,6.0,15870.0,7083.0,7089.0,7083.0,7089.0,6.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,40,rms,phasic,22956.0,22971.0,15.0,15870.0,7086.0,7101.0,7086.0,7101.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,40,tkeo,phasic,22956.0,22971.0,15.0,15870.0,7086.0,7101.0,7086.0,7101.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,41,rms,phasic,23202.0,23208.0,6.0,15870.0,7332.0,7338.0,7332.0,7338.0,6.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,41,tkeo,phasic,23202.0,23208.0,6.0,15870.0,7332.0,7338.0,7332.0,7338.0,6.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,42,rms,phasic,23547.0,23574.0,27.0,15870.0,7677.0,7704.0,7677.0,7704.0,27.0,False,False,2,1,1,0,phasic|tonic,same_type_detected,True,True,False,False,False
ins1,42,tkeo,phasic,23547.0,23574.0,27.0,15870.0,7677.0,7704.0,7677.0,7704.0,27.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,43,rms,phasic,23601.0,23613.0,12.0,15870.0,7731.0,7743.0,7731.0,7743.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,43,tkeo,phasic,23601.0,23613.0,12.0,15870.0,7731.0,7743.0,7731.0,7743.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,44,rms,phasic,23628.0,23643.0,15.0,15870.0,7758.0,7773.0,7758.0,7773.0,15.0,False,False,4,4,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,44,tkeo,phasic,23628.0,23643.0,15.0,15870.0,7758.0,7773.0,7758.0,7773.0,15.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,45,rms,phasic,23721.0,23751.0,30.0,15870.0,7851.0,7881.0,7851.0,7881.0,30.0,False,False,3,1,0,2,any|phasic,same_type_detected,True,True,False,False,False
ins1,45,tkeo,phasic,23721.0,23751.0,30.0,15870.0,7851.0,7881.0,7851.0,7881.0,30.0,False,False,2,0,0,2,any,only_ambiguous,False,True,False,True,False
ins1,46,rms,phasic,23772.0,23799.0,27.0,15870.0,7902.0,7929.0,7902.0,7929.0,27.0,False,False,3,2,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,46,tkeo,phasic,23772.0,23799.0,27.0,15870.0,7902.0,7929.0,7902.0,7929.0,27.0,False,False,2,0,0,2,any,only_ambiguous,False,True,False,True,False
ins1,47,rms,phasic,23841.0,23862.0,21.0,15870.0,7971.0,7992.0,7971.0,7992.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,47,tkeo,phasic,23841.0,23862.0,21.0,15870.0,7971.0,7992.0,7971.0,7992.0,21.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,48,rms,phasic,23967.0,23979.0,12.0,15870.0,8097.0,8109.0,8097.0,8109.0,12.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,48,tkeo,phasic,23967.0,23979.0,12.0,15870.0,8097.0,8109.0,8097.0,8109.0,12.0,False,False,3,3,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,49,rms,phasic,24246.0,24255.0,9.0,15870.0,8376.0,8385.0,8376.0,8385.0,9.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,49,tkeo,phasic,24246.0,24255.0,9.0,15870.0,8376.0,8385.0,8376.0,8385.0,9.0,False,False,1,1,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,50,rms,phasic,24444.0,24498.0,54.0,15870.0,8574.0,8628.0,8574.0,8628.0,54.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,50,tkeo,phasic,24444.0,24498.0,54.0,15870.0,8574.0,8628.0,8574.0,8628.0,54.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,51,rms,phasic,24504.0,24525.0,21.0,15870.0,8634.0,8655.0,8634.0,8655.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,51,tkeo,phasic,24504.0,24525.0,21.0,15870.0,8634.0,8655.0,8634.0,8655.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,52,rms,phasic,24540.0,24567.0,27.0,15870.0,8670.0,8697.0,8670.0,8697.0,27.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,52,tkeo,phasic,24540.0,24567.0,27.0,15870.0,8670.0,8697.0,8670.0,8697.0,27.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,53,rms,phasic,24642.0,24681.0,39.0,15870.0,8772.0,8811.0,8772.0,8811.0,39.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,53,tkeo,phasic,24642.0,24681.0,39.0,15870.0,8772.0,8811.0,8772.0,8811.0,39.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,54,rms,phasic,24747.0,24765.0,18.0,15870.0,8877.0,8895.0,8877.0,8895.0,18.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,54,tkeo,phasic,24747.0,24765.0,18.0,15870.0,8877.0,8895.0,8877.0,8895.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,55,rms,phasic,25767.0,25782.0,15.0,15870.0,9897.0,9912.0,9897.0,9912.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,55,tkeo,phasic,25767.0,25782.0,15.0,15870.0,9897.0,9912.0,9897.0,9912.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,56,rms,phasic,25869.0,25902.0,33.0,15870.0,9999.0,10032.0,9999.0,10032.0,33.0,False,False,3,1,1,1,any|phasic|tonic,same_type_detected,True,True,False,False,False
ins1,56,tkeo,phasic,25869.0,25902.0,33.0,15870.0,9999.0,10032.0,9999.0,10032.0,33.0,False,False,2,0,1,1,any|tonic,other_type_detected,False,True,False,False,True
ins1,57,rms,phasic,26001.0,26055.0,54.0,15870.0,10131.0,10185.0,10131.0,10185.0,54.0,False,False,2,0,1,1,any|tonic,other_type_detected,False,True,False,False,True
ins1,57,tkeo,phasic,26001.0,26055.0,54.0,15870.0,10131.0,10185.0,10131.0,10185.0,54.0,False,False,1,0,1,0,tonic,other_type_detected,False,True,False,False,True
ins1,58,rms,phasic,26064.0,26091.0,27.0,15870.0,10194.0,10221.0,10194.0,10221.0,27.0,False,False,3,2,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,58,tkeo,phasic,26064.0,26091.0,27.0,15870.0,10194.0,10221.0,10194.0,10221.0,27.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,59,rms,phasic,26097.0,26118.0,21.0,15870.0,10227.0,10248.0,10227.0,10248.0,21.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,59,tkeo,phasic,26097.0,26118.0,21.0,15870.0,10227.0,10248.0,10227.0,10248.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,60,rms,phasic,26130.0,26154.0,24.0,15870.0,10260.0,10284.0,10260.0,10284.0,24.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,60,tkeo,phasic,26130.0,26154.0,24.0,15870.0,10260.0,10284.0,10260.0,10284.0,24.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,61,rms,phasic,26295.0,26313.0,18.0,15870.0,10425.0,10443.0,10425.0,10443.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,61,tkeo,phasic,26295.0,26313.0,18.0,15870.0,10425.0,10443.0,10425.0,10443.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,62,rms,phasic,26361.0,26382.0,21.0,15870.0,10491.0,10512.0,10491.0,10512.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,62,tkeo,phasic,26361.0,26382.0,21.0,15870.0,10491.0,10512.0,10491.0,10512.0,21.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,63,rms,phasic,26532.0,26547.0,15.0,15870.0,10662.0,10677.0,10662.0,10677.0,15.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,63,tkeo,phasic,26532.0,26547.0,15.0,15870.0,10662.0,10677.0,10662.0,10677.0,15.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,64,rms,phasic,26601.0,26619.0,18.0,15870.0,10731.0,10749.0,10731.0,10749.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,64,tkeo,phasic,26601.0,26619.0,18.0,15870.0,10731.0,10749.0,10731.0,10749.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,65,rms,phasic,26640.0,26658.0,18.0,15870.0,10770.0,10788.0,10770.0,10788.0,18.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,65,tkeo,phasic,26640.0,26658.0,18.0,15870.0,10770.0,10788.0,10770.0,10788.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,66,rms,phasic,26742.0,26757.0,15.0,15870.0,10872.0,10887.0,10872.0,10887.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,66,tkeo,phasic,26742.0,26757.0,15.0,15870.0,10872.0,10887.0,10872.0,10887.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,67,rms,phasic,26808.0,26826.0,18.0,15870.0,10938.0,10956.0,10938.0,10956.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,67,tkeo,phasic,26808.0,26826.0,18.0,15870.0,10938.0,10956.0,10938.0,10956.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,68,rms,phasic,26850.0,26862.0,12.0,15870.0,10980.0,10992.0,10980.0,10992.0,12.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,68,tkeo,phasic,26850.0,26862.0,12.0,15870.0,10980.0,10992.0,10980.0,10992.0,12.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,69,rms,phasic,26886.0,26904.0,18.0,15870.0,11016.0,11034.0,11016.0,11034.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,69,tkeo,phasic,26886.0,26904.0,18.0,15870.0,11016.0,11034.0,11016.0,11034.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,70,rms,phasic,26925.0,26943.0,18.0,15870.0,11055.0,11073.0,11055.0,11073.0,18.0,False,False,3,3,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,70,tkeo,phasic,26925.0,26943.0,18.0,15870.0,11055.0,11073.0,11055.0,11073.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,71,rms,phasic,26988.0,27003.0,15.0,15870.0,11118.0,11133.0,11118.0,11133.0,15.0,False,False,4,4,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,71,tkeo,phasic,26988.0,27003.0,15.0,15870.0,11118.0,11133.0,11118.0,11133.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,72,rms,phasic,27084.0,27102.0,18.0,15870.0,11214.0,11232.0,11214.0,11232.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,72,tkeo,phasic,27084.0,27102.0,18.0,15870.0,11214.0,11232.0,11214.0,11232.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,73,rms,phasic,27135.0,27162.0,27.0,15870.0,11265.0,11292.0,11265.0,11292.0,27.0,False,False,4,4,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,73,tkeo,phasic,27135.0,27162.0,27.0,15870.0,11265.0,11292.0,11265.0,11292.0,27.0,False,False,4,3,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,74,rms,phasic,27339.0,27354.0,15.0,15870.0,11469.0,11484.0,11469.0,11484.0,15.0,False,False,4,4,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,74,tkeo,phasic,27339.0,27354.0,15.0,15870.0,11469.0,11484.0,11469.0,11484.0,15.0,False,False,2,2,0,0,phasic,same_type_detected,True,True,False,False,False
ins1,75,rms,phasic,27423.0,27438.0,15.0,15870.0,11553.0,11568.0,11553.0,11568.0,15.0,False,False,2,1,0,1,any|phasic,same_type_detected,True,True,False,False,False
ins1,75,tkeo,phasic,27423.0,27438.0,15.0,15870.0,11553.0,11568.0,11553.0,11568.0,15.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,76,rms,phasic,27495.0,27513.0,18.0,15870.0,11625.0,11643.0,11625.0,11643.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
ins1,76,tkeo,phasic,27495.0,27513.0,18.0,15870.0,11625.0,11643.0,11625.0,11643.0,18.0,False,False,1,0,0,1,any,only_ambiguous,False,True,False,True,False
